名稱,經度,緯度
台電永和服務所站,121.520934,25.001743
桃園市宏昌六街停車場站,121.291828,24.98708
新生驛站,121.222804,24.976463
中油迴龍加油站,121.400228,25.016175
中油五股工業區加油站,121.456264,25.064244
全聯台中大坑店站,120.726061,24.17619
福懋南亞加油站(多站),120.376037,23.49749
中油大家加油站,119.583286,23.569504
臺中市外埔區公所旁停車場站(多站),120.654734,24.332264
中油順宇加油站,120.349613,23.216221
中油復興北路加油站,121.544229,25.049405
7-ELEVEN 和峰店站(多站),120.499193,24.106664
中油大嘉好加油站,121.477801,25.259897
中油新市加油站,120.299824,23.073547
鳳山捷運站機車停車場站(多站),120.356273,22.625852
7-ELEVEN 將富店站,120.135354,23.214927
新北市浮洲橋下站(機車區)B,121.441759,24.998638
中油梓官加油站,120.262661,22.760228
愛買復興店站(多站),120.654411,24.11493
臺北市中山公園站(多站),121.558805,25.037804
全家台中太順店站(多站),120.725005,24.158328
高雄市養工處九如一路站(多站),120.323828,22.63962
新北市後港公園地下停車場B1F站,121.42404,25.026007
中油歸仁高鐵加油站,120.277834,22.928959
中油台糖崇德加油站,120.227707,22.964644
中油台中三民路加油站,120.66683,24.12812
台北捷運內湖機廠站,121.617835,25.06172
中油土城加油站,121.440594,24.974409
家樂福中華店站,120.230297,23.008413
中油冬山加油站,121.786942,24.641399
HiLife 林口麗園店站,121.371525,25.069528
臺中市藍興停車場站(多站),120.66887,24.133783
Gogoro 桃園文中服務中心站,121.277317,24.993419
中油文一加油站(多站),121.380542,25.051536
全聯大里益民店站,120.692871,24.107146
中油泰山加油站,121.426882,25.064576
全聯三民大順二店站(多站),120.323002,22.65073
全聯斗南中山店站(多站),120.480416,23.674321
新北市重新機械塔停車場站(多站),121.489843,25.058457
Gogoro 北投文林北門市站(多站),121.514125,25.108432
中油中豐路加油站,120.724327,24.225784
中油華城加油站(多站),121.521892,24.963498
新和社內停一停車場站(多站),120.288138,23.079897
全聯關西北平店站(多站),121.171397,24.794802
7-ELEVEN 九份子店站(多站),120.185051,23.02186
Gogoro 台南新市門市站(多站),120.295165,23.084758
全家斗六保明店站(多站),120.528557,23.705509
士林運動中心站(多站),121.521481,25.08928
Gogoro 北區中清服務中心站,120.675468,24.160652
全聯豐原豐東店站,120.73195,24.25033
臺中市停六停車場站(大雅區)B,120.666644,24.215976
全聯鼓山明誠店站(多站),120.301367,22.661062
台糖豐泰加油站,120.520953,22.708086
宏佳騰士林承德店站,121.523571,25.08281
PGO 台南文賢店站(多站),120.193294,23.016377
Gogoro 中壢環中東門市站,121.255246,24.962406
阿蓮區公所站,120.327218,22.883114
中油復興加油站,121.35403,24.823145
Gogoro 楠梓德惠門市站,120.302689,22.725814
中油台糖公正加油站,120.493781,22.913598
小北百貨高雄中正店站,120.331398,22.628656
中油大園國際二加油站,121.198112,25.071351
中油烏日加油站,120.634136,24.10581
臺北市永吉路120巷平面停車場站(多站),121.569756,25.044365
全聯麥寮橋頭店站,120.273057,23.794078
臺北市蔣渭水紀念公園站(多站),121.516971,25.060042
中油林園加油站,120.395134,22.511827
特力屋高雄大順店站(多站),120.32382,22.631806
中油台糖德隆加油站,120.716887,24.10174
中油金滿益加油站,121.457117,25.164443
Gogoro 馬公同和門市站(多站),119.572122,23.567456
臺鐵彰化車站(多站),120.538159,24.080921
全聯新營金華店站(多站),120.300517,23.30803
桃園大溪低碳轉運站,121.285424,24.883134
Gogoro 台中柳川服務中心站,120.681318,24.155132
車麗屋新北板橋店站(多站),121.469441,25.013778
HiLife 潭子曇晨店站(多站),120.700261,24.211571
台糖平和加油站,121.524632,23.887766
全聯高雄大樹店站(多站),120.417541,22.656857
中油文賢路加油站,120.193452,23.004531
Gogoro 頭份自強門市站,120.905289,24.686668
福懋虎尾加油站,120.425019,23.717177
中油千越鳥松加油站,120.365442,22.653694
全聯麻豆中正店站,120.252575,23.188837
全家大里成功店站(多站),120.703372,24.092044
中和錦和運動公園站(多站),121.490747,24.992733
中油大園民生加油站,121.202301,25.06458
7-ELEVEN 康平店站,120.16821,22.987315
金華郵局站,120.192727,22.981665
7-ELEVEN 鈺英店站,120.618883,24.3543
統冠超市海岸店站,121.592042,23.95363
中油霧峰林森路加油站,120.694823,24.061329
新北市三鶯轉運站北側平面停車場站,121.357513,24.953956
城光重劃停車場站,120.243178,22.976194
HiLife 竹東巨星店站,121.05872,24.76503
中油屏東泰山加油站,120.614965,22.784476
新北市大漢停車場機車區站(多站),121.463381,25.031541
寶雅興楠店站(多站),120.331869,22.728517
桃園市桃園區公所站(多站),121.301246,24.993907
全聯關廟南雄店站,120.32802,22.965986
中油名揚加油站(多站),121.28401,25.01859
台北捷運亞東醫院站(多站),121.452885,24.999719
全家台南府南店站(多站),120.192941,22.971857
全聯斗六西平店站,120.535376,23.712018
中油金樹林加油站,121.414484,24.980203
中油長馨加油站,121.459245,23.324063
中油台中公園路加油站,120.682893,24.146555
宏佳騰苓雅中華店站,120.302045,22.612773
洛陽綜合立體停車場B1F站,121.505002,25.047537
中油員立加油站,120.585696,23.967669
板橋八德公園站,121.476965,25.025483
7-ELEVEN 正大店站,121.475879,25.070634
7-ELEVEN 晨希店站,120.997233,24.866089
Gogoro 永和成功服務中心站(多站),121.526481,24.997085
家樂福便利購永康二王店站,120.24448,23.020141
新北市中興低碳停車場站(多站),121.547295,24.977326
俥亭高雄民生停車場站(多站),120.292356,22.624589
中油民雄加油站,120.433472,23.551
全家大里永興店站,120.687997,24.100389
7-ELEVEN 龍侑店站,121.250121,24.925225
全家高雄明鳳店站,120.336725,22.585882
台北捷運芝山站(多站),121.522685,25.101371
新竹縣北埔鄉公所站(多站),121.056727,24.701879
統一速邁樂華亞加油站(多站),121.376428,25.05428
安富街廣停6停車場站(多站),120.199082,23.027292
安南區自辦重劃廣停1停車場站(多站),120.205965,23.032643
大學路社E2 停車場站,120.216609,22.995596
中油大內加油站,120.354833,23.121129
中油玉里加油站,121.312275,23.333611
臺中市中山地政事務所站(多站),120.673757,24.136714
7-ELEVEN 社和店站,120.808221,24.252364
中油大坪加油站,120.891819,24.614491
臺北市樹德公園站(多站),121.51657,25.067156
孝忠里民活動中心站(多站),121.781191,25.130526
車麗屋彰化金馬店站,120.531923,24.086601
全聯台中永興店站(多站),120.682492,24.165426
中油亮漢白沙屯加油站,120.705136,24.556936
全聯新化忠孝店站,120.300611,23.036851
社子國小地下停車場B1F站,121.502127,25.091367
7-ELEVEN 忠柯店站,121.378877,25.068429
阿毅輪胎鳳山青年店站(多站),120.350474,22.635934
迪卡儂台中南屯店站(多站),120.649932,24.130811
中油大同路加油站,120.213935,22.975234
全聯嘉義民雄店站(多站),120.426492,23.558919
寶雅六甲中正店站(多站),120.351575,23.232305
全聯員林浮圳店站,120.583319,23.967488
7-ELEVEN 福新店站(多站),120.687039,23.968852
中油全通加油站,120.442592,22.715201
全聯彰化福興店站,120.431427,24.050827
7-ELEVEN 星光店站,120.46291,23.794191
全聯蘆竹山腳店站(多站),121.28734,25.08816
家樂福新屏店站(多站),120.48905,22.663359
全聯佳里中山店站,120.177323,23.164411
中油順興加油站,121.036497,24.880017
家樂福嘉義店站,120.431152,23.470922
全家鳥松濱湖店站(多站),120.358363,22.662763
中油台糖國泰加油站,120.353674,22.615387
中油台糖曾文加油站,120.270713,23.164486
7-ELEVEN 真嘉店站(多站),120.475978,23.672497
湖廣停10站停車場站,120.441446,23.450621
中油九曲堂加油站,120.417654,22.642524
中油羅東加油站,121.769263,24.697271
全聯岡山壽華店站,120.292002,22.800159
中油台糖加昌加油站,120.299704,22.715217
7-ELEVEN 宏橋店站,121.026532,24.870261
中油三多加油站,121.415374,25.008859
全聯台東漢陽店站(多站),121.137871,22.741963
中油追分加油站,120.573343,24.119666
7-ELEVEN 立揚店站,121.295373,24.995533
7-ELEVEN 鎮豐店站(多站),121.208209,24.900175
全家新莊龍鳳店站,121.422858,25.028864
嘉義市文化局站(多站),120.451794,23.487879
中油台西加油站,120.20286,23.699045
新北市新埔立體停車場站(多站),121.458061,25.023793
全家竹北新崙店站(多站),120.998646,24.829621
全聯嘉義南京店站,120.436282,23.464524
全家竹東上舜店站,121.056052,24.772233
新北市光明平面停車場站,121.374118,24.930429
新北市龍埔公園平面停車場站(多站),121.374158,24.938514
應安168 福州停車場站(多站),121.514618,25.026534
全家台中金工店站(多站),120.612677,24.171507
大道停6停車場站(多站),120.215819,23.009493
福懋大甲加油站,120.62767,24.35081
臺北市建國北路高架橋下停車場站(多站),121.536697,25.046727
7-ELEVEN 翔盛店站,120.381369,22.658767
加昌駕訓班站(多站),120.311423,22.713983
7-ELEVEN 丹榮店站(多站),120.49194,22.588824
臺中市廣兼停八停車場站(多站),120.705196,24.174317
新北市玫瑰中正路停車場站(多站),121.454511,25.024427
全聯台中大鵬店站(多站),120.663308,24.177976
中油大佳加油站,121.831078,24.613767
中油中工加油站,121.23864,24.965232
中油台糖博學加油站,120.37072,22.563186
中油嘉義忠孝路加油站,120.44109,23.518032
中油玉井加油站,120.465319,23.120863
家樂福鳳山店站,120.347984,22.627902
7-ELEVEN 興達港店站,120.19275,22.874362
全聯新營民生店站,120.307183,23.31157
臺北市樂活公園站(多站),121.618587,25.06844
7-ELEVEN 東馳店站,121.219029,23.12292
中油必勝加油站,120.906892,24.730505
7-ELEVEN 永嘉店站(多站),120.24903,23.01867
中油茄苳加油站,121.269632,24.977043
Gogoro 蘆竹中正門市站,121.292728,25.046538
台北捷運民權西路站(多站),121.519983,25.061228
全家竹南崁頂店站,120.885283,24.690468
中油龍潭交流道加油站,121.217391,24.870976
嘉義福利站(多站),120.462403,23.484121
中油中彰彰興加油站,120.588191,24.091605
HiLife 鳳山鳳頂店站,120.366166,22.588277
CITYLINK 內湖店站(多站),121.59399,25.08462
家樂福中原店B2F站,121.231388,24.962454
台北捷運士林站(多站),121.526304,25.092362
全家東港東光店站(多站),120.459232,22.467423
花蓮醫院站(多站),121.61132,23.979628
統冠超市府前店站,121.619273,24.004064
全家頭份田寮店站,120.88222,24.682551
全聯台中建國南店站(多站),120.658105,24.124761
新莊運動中心站(多站),121.449293,25.039681
全聯前鎮和誠店站,120.321422,22.579013
家樂福安平店站(多站),120.187136,22.988416
HiLife 竹縣東光店站,121.028468,24.869726
全家台東大竹店站,120.943541,22.454968
順發3C新竹店站,121.001516,24.793641
嘉義市中央廣場站(多站),120.449402,23.481125
新北市捷運環狀線A區停車場站(多站),121.519198,24.991508
中油岡山交流道加油站,120.317019,22.787108
中油林森二路加油站(多站),120.305676,22.623418
勝利加油站(多站),121.537682,25.030964
Gogoro 中山松江服務中心站,121.533086,25.066903
山隆鶯歌加油站(多站),121.336648,24.971653
中油新南投交流道加油站,120.68451,23.91764
臺中市建成停車場站(多站),120.699116,24.155028
大魯閣棒壘球打擊練習場中壢館站(多站),121.249674,24.957432
新北市雙溪低碳鐵馬驛站,121.866403,25.038991
中油豐濱加油站,121.520327,23.602346
中油南庄加油站,121.001593,24.605764
全聯新竹大庄店站(多站),120.92808,24.792318
全聯中壢普忠店站,121.256297,24.949516
享溫馨KTV 巨蛋店站(多站),120.303008,22.66381
全聯新竹金山店站,121.02001,24.778504
家樂福豐原店站,120.70678,24.25195
星巴克屏東東港店站(多站),120.454939,22.469251
宏佳騰大安和平店站(多站),121.553152,25.020517
Nova 資訊廣場中壢店站,121.215123,24.95571
燕巢區公所站,120.361954,22.787963
新北市蘆洲中山立體停車場站(多站),121.473118,25.083567
中油大益加油站,120.41185,22.548368
HiLife 苗縣頂尖店站,120.925978,24.70636
新北市廣停一平面停車場站(多站),121.372261,25.075485
中油北屯加油站,120.701449,24.179614
臺北植物園站(多站),121.508477,25.030803
山隆高雄加油站,120.37023,22.52982
中油梧棲加油站,120.532083,24.26079
中油前鋒路加油站,120.215415,23.004692
全家高雄德昌店站,120.293879,22.723613
全家竹南環營店站,120.873055,24.682179
家樂福五甲店站,120.336313,22.597134
全聯台中新民店站(多站),120.689623,24.158914
中油楠梓加油站,120.325393,22.719667
7-ELEVEN 宣宏店站(多站),121.764162,24.690715
Gogoro 虎尾光復門市站,120.433871,23.711194
台北捷運復興崗站(多站),121.486349,25.137717
全聯中和新生店站(多站),121.484047,24.99845
Gogoro 彰化中正門市站,120.537293,24.079178
高雄市苓雅區成功一路站(多站),120.297872,22.613204
家樂福花蓮店站(多站),121.610095,24.01566
中油和美加油站,120.502774,24.106851
桃園市僑愛平面停車場站,121.294076,24.921752
中油冠遠加油站,120.66509,23.849342
7-ELEVEN 友樂店站,120.436061,23.537462
全家內門羅漢門店站,120.454139,22.9233
中油屏東交流道加油站,120.505359,22.69519
Gogoro 安南北安店站(多站),120.202787,23.039598
7-ELEVEN 三中店站(多站),120.661351,24.158891
台糖綠揚加油站,120.537533,23.675959
全家鹽埔高朗店站(多站),120.584361,22.739021
臺中市林森停車場站(多站),120.673331,24.134072
仁德116停車場站(多站),120.397822,22.593031
台北捷運石牌站(多站),121.514772,25.115368
7-ELEVEN 淵安店站,120.180916,23.050219
山隆龍興加油站(多站),121.245065,24.944899
中油宏苗加油站,120.79645,24.58748
全家太平普拉斯店站(多站),120.733365,24.154344
寶雅高雄路竹店站(多站),120.26143,22.852894
中油台糖高鐵加油站,120.321494,22.693556
新北市自強公園站(多站),121.470368,24.999806
7-ELEVEN 南門城店站,120.204114,22.983656
中油鳳仁加油站,120.348399,22.69497
HiLife 湖口德成店站,121.04147,24.892803
山隆苓雅加油站(多站),120.33594,22.616498
中油廣進加油站,121.768826,24.724303
7-ELEVEN 景竹店站(多站),121.26069,25.025638
中油員山加油站(多站),121.731057,24.747404
7-ELEVEN 青文店站,120.352379,22.64042
北基世貿加油站(多站),120.61822,24.187084
中油神崗加油站,120.67093,24.25684
全家竹北新華興店站,120.999799,24.837543
中油永錡泰山加油站,121.435248,25.057544
中油台南土庫加油站,120.250259,22.991191
全家大發仁愛店站,120.394738,22.636579
中油台糖成功嶺加油站,120.60723,24.127163
全聯龍潭三林店站,121.230988,24.848274
7-ELEVEN 東泓店站(多站),120.699866,24.127188
UNIQLO 桃園春日路店站(多站),121.306362,25.023602
新北市永和名利橋站(多站),121.50095,25.007849
中油辰鴻加油站,121.009752,24.772095
中油內湖麗山街加油站,121.570914,25.08132
中油新厝高鳳加油站,120.371693,22.577511
華夏科技大學站(多站),121.507926,24.980303
全家永康龍橋店站,120.264658,23.03779
中油新水加油站,121.826966,24.680266
新北市福和國中停車場站,121.522936,25.004817
板橋體育館站(多站),121.456419,25.013029
中油苗交加油站,120.819161,24.528198
台亞大林加油站,120.448038,23.603422
五妃街南側停車場站(多站),120.208775,22.982461
全聯豐原成功店站(多站),120.708785,24.245768
全聯羅東中正店站(多站),121.771759,24.669795
中油復興路加油站,120.487985,22.661074
大潤發台中忠明店站(多站),120.671618,24.163088
正濱海濱聯合里民活動中心站(多站),121.771861,25.151416
7-ELEVEN 海裕店站(多站),120.199681,23.006395
新北市澳底公園地下停車場站,121.925722,25.053533
左營福利站,120.291952,22.690531
山隆軍校加油站(多站),120.268624,22.771236
臺中市潭子區聯合辦公大樓站(多站),120.723014,24.20389
遠傳總部大樓站,121.570202,25.078347
八百屋旗艦自由店站(多站),120.310456,22.67068
中油墾丁加油站,120.7927,21.946029
中華電信桃園服務中心站(多站),121.310081,24.989354
7-ELEVEN 鳳麟店站(多站),120.396496,22.50659
中油明泓加油站,121.138858,25.009785
全聯沙鹿屏西店站(多站),120.570761,24.217631
中油南寮漁港加油站,120.237269,22.764252
全家台中上安店站,120.639909,24.17141
全家台中金太平店站(多站),120.682632,24.148675
Gogoro 龍潭中正門市站(多站),121.217951,24.861472
新北市青山平面停車場站(多站),121.459224,24.978464
千葉火鍋豐原店站(多站),120.726026,24.251638
全家嘉義湖瑞店站(多站),120.443545,23.45575
新化聯合活動中心站,120.306927,23.042164
7-ELEVEN 光園店站,120.694863,24.127367
新北市台65高架橋下停車場站(多站),121.442167,25.049127
Gogoro 饒河服務中心站,121.57504,25.049851
崇明路E6停車場站(多站),120.225613,22.968671
HiLife 台中交轉店站,120.68564,24.141114
北基蘆洲加油站(多站),121.469445,25.077642
7-ELEVEN 東喜店站,121.127153,22.790351
全家高雄重愛店站,120.315791,22.68548
中油屏東大同加油站,120.523414,22.541321
高雄仁壽路郵局站(多站),120.285701,22.785804
中油屏東恆春加油站,120.744001,22.009168
師大校本部站(多站),121.526498,25.026609
嘉義市港坪運動公園二停車場站,120.421775,23.476053
7-ELEVEN 江園店站,121.228615,25.00436
中油台糖新進加油站,120.317539,23.301534
花蓮新城北埔郵局站(多站),121.60389,24.040379
鐵道文化園區二館站(多站),121.610269,23.974407
HiLife 台南南都店站(多站),120.192459,22.966991
中油埔心加油站,120.553746,23.953284
臺中市寶之林廢棄家具再生中心站(多站),120.721668,24.173102
HiLife 桃縣大介店站,121.287896,24.910325
愛買板橋南雅店站(多站),121.456361,25.001697
Gogoro 斗六明德北門市站,120.535096,23.715078
7-ELEVEN 維軒店站,120.59575,22.382439
中油西港加油站,120.204283,23.116232
臺北市建國仁愛路口站(多站),121.538265,25.03947
中油石門加油站,121.561419,25.291225
桃園市忠勇停車場站(多站),121.305559,24.965513
7-ELEVEN 明峰店站(多站),121.628417,25.070012
eReady 台中精武店站(多站),120.692283,24.148017
HiLife 太平光德店站,120.724921,24.108111
台南市永康區復興路停車場站(多站),120.244288,22.998986
全家龍井遊園北店站(多站),120.590654,24.191302
7-ELEVEN 員慶店站,120.600403,23.941926
新興游泳池站(多站),120.310953,22.625525
7-ELEVEN 烏日店站(多站),120.624313,24.104068
全聯楊梅民族店站(多站),121.171776,24.958406
中油中華路西加油站,120.226143,22.977738
宏佳騰高雄民族店站(多站),120.316854,22.668763
崁頂鄉公所站(多站),120.513742,22.514784
臺北市內湖焚化廠站(多站),121.603495,25.062583
7-ELEVEN 欣樂店站(多站),120.985941,24.871887
新北市力行地下停車場B1F站,121.482921,25.077758
迪卡儂新竹店站,121.012791,24.791263
中油東山路加油站,120.728089,24.176918
Gogoro 鳳山青年店站,120.350948,22.639565
A5 泰山站(多站),121.439608,25.052557
家樂福鼎山店站,120.31859,22.652832
中油北關加油站,121.870417,24.905401
HiLife 中縣甲南店站(多站),120.595693,24.301255
宏佳騰南區復興店站(多站),120.650836,24.111791
桃園市文小二停車場站,121.288791,25.000711
新北市永平市場站(多站),121.459304,25.090046
雲林縣環保局站(多站),120.537416,23.707276
全聯虎尾光復店站,120.44463,23.709559
中油北門加油站,120.134118,23.241499
Gogoro 板橋廣權交車中心站,121.460446,24.990996
7-ELEVEN 凱瑄店站(多站),120.474495,23.679346
台南市南區大林路111巷停車場站(多站),120.211886,22.974207
中油汶水加油站,120.873751,24.448162
全家淡水新莊店站(多站),121.454239,25.179852
中油永錡大安加油站,121.411753,24.984016
新北市建國公有停車場站(多站),121.537339,24.986343
家樂福便利購太平環中店站,120.715229,24.149201
中油明德195加油站,120.77195,24.27479
法務部行政執行署臺中分署站(多站),120.665564,24.129433
新北市台北橋下機車停車場站,121.50362,25.064268
新北市三重過圳街20號旁站(多站),121.488577,25.059176
新北市八里區公所站(多站),121.406651,25.15364
HiLife 竹縣富林店站,121.077322,24.77744
中油鳳林加油站,121.446196,23.741298
康是美竹北藥局店站(多站),121.023384,24.813304
高雄市都發局德民路站(多站),120.296849,22.72274
全聯新竹龍山店站(多站),121.010439,24.790623
全聯太平樹德店站,120.71185,24.154161
全聯中壢福州店站,121.232675,24.965527
河濱運動公園西側停車場站,120.461787,23.457619
HiLife 新北三峽店站,121.375026,24.929418
宜蘭福利站(多站),121.772746,24.67879
臺中市停二停車場站(多站),120.649601,24.224511
7-ELEVEN 新凱店站,120.284973,23.077103
中油瑞龍加油站,121.262323,25.116757
鳳山國中機車停車場站(多站),120.37117,22.624563
UNIQLO 高雄九如路店站(多站),120.324777,22.63966
宏佳騰動力科技站,120.346699,23.091235
台糖太康加油站,120.325701,23.291963
中油宏洋加油站,120.463809,22.841112
中油大倫加油站,120.406551,22.632028
北基基金加油站,121.649852,25.209337
7-ELEVEN 祥佑店站(多站),121.293219,25.013328
台南市南區健康路一段133巷停車場站(多站),120.208712,22.977989
中油太魯閣加油站,121.6257,24.151637
Gogoro 烏日三和門市站(多站),120.608806,24.107577
全聯頭份中華店站,120.904167,24.682284
臺北市華江高中站(多站),121.497487,25.029171
全聯三峽北大店站,121.377746,24.947865
全聯花蓮美崙店站(多站),121.626997,23.993138
三民二號公園停車場站(多站),120.295634,22.648422
高雄市養工處民權一路站(多站),120.312835,22.620738
中油吉盛加油站,120.78,24.60141
7-ELEVEN 親旺店站(多站),120.553892,24.132051
坤業莒光路加油站,121.467502,24.993759
全聯彰化進德店站,120.55718,24.084359
中油甲洲加油站,120.343364,22.60294
全聯中和南山店站(多站),121.503892,24.992184
Gogoro 東區民權服務中心站,120.976499,24.806447
第一銀行重慶北路站(多站),121.513387,25.060465
中油崇德路加油站,120.69092,24.2318
台糖北港加油站,120.299535,23.569473
特力屋台中北屯店站(多站),120.697907,24.173278
7-ELEVEN 鹿正店站,120.436642,24.061835
台電潮州服務所站(多站),120.548382,22.551737
新北市養工處永和民權路站(多站),121.520224,24.99878
新北市中和國民運動中心站(多站),121.487056,24.993356
中油汐止加油站,121.640027,25.060231
中油龍崎加油站,120.364708,22.963473
UNIQLO 永康永大路店站(多站),120.260253,23.031169
台南永華市政中心站,120.184506,22.991409
全家卓蘭水梨店站,120.825959,24.311028
臺中市中央公園公138站,120.649587,24.195151
HiLife 台中中宏店站(多站),120.618366,24.18806
中油華碩加油站,121.279085,24.995078
大東夜市機車停車場站(多站),120.218415,22.982656
eReady 中壢延平店站(多站),121.225486,24.960355
臺中市同心停車場站(多站),120.637745,24.178953
中油雅虎加油站,120.523841,23.726775
中油中正二路加油站,120.317136,22.630562
Gogoro 信義松仁服務中心站,121.568232,25.028077
樹林三多市民活動中心站,121.404364,25.016554
順發3C草屯店站(多站),120.687662,23.988084
中油秀林和平加油站,121.743762,24.316886
UNIQLO 八德介壽路店站(多站),121.30185,24.967596
全家龜山大傳店站(多站),121.344425,24.990187
7-ELEVEN 圓通南店站,120.703273,24.207071
臺中市東山停車場站(多站),120.733686,24.17618
中油美得吉豐加油站,121.581538,23.964154
中油鶯歌加油站,121.351827,24.950419
全家高雄藍天店站,120.291355,22.722828
中油將軍交流道加油站,120.109635,23.214776
全家竹北金十興店站,121.034302,24.824551
中油壯圍加油站(多站),121.782487,24.747392
全聯旗山中華店站,120.483728,22.880084
新北市文化機車立體停車場站,121.43866,25.172735
新竹市新莊停車場站(多站),121.016083,24.787703
中油明華加油站,120.446704,23.603868
中油大溪加油站,121.279401,24.88568
全家新莊福前店站,121.463781,25.054578
建成公園地下停車場B1F站,121.518199,25.053939
宜舍土城金城站,121.452947,24.979824
全家高雄鼓山店站,120.28236,22.632685
7-ELEVEN 成豐店站,121.227482,24.960544
中油海濱加油站,121.82878,25.121158
中油興達港加油站,120.221475,22.876899
中油岡山加油站,120.297625,22.782323
中油頭份蘆竹加油站,120.895753,24.676181
台塑中華太子加油站,120.184496,22.978252
臺鐵臺北貨運所竹北車站,121.009054,24.839193
統一速邁樂國際一加油站(多站),121.290497,24.970546
臺北市國家兩廳院站(多站),121.518244,25.038293
日月亭高雄學府停車場站(多站),120.361214,22.564811
中油忠孝路加油站,120.488337,22.679769
7-ELEVEN 義和店站,120.618307,24.338768
全家高雄翠北店站(多站),120.312513,22.592264
7-ELEVEN 森和店站,120.334665,22.594697
Gogoro 新莊幸福店站,121.448957,25.049251
中油永錡保安加油站,121.421351,24.996032
車麗屋彰化員林店站,120.566528,23.96334
台糖公營學苑站(多站),120.591246,24.183515
中油宜興加油站,120.462878,22.62344
北園路停車場站(多站),120.224622,23.013201
中油奕榮造橋加油站,120.85544,24.630976
Gogoro 平鎮中豐服務中心站,121.216754,24.942834
中油公道五加油站,121.002384,24.801032
禾典溫州停車場站(多站),121.533094,25.022742
中油大關廟加油站,120.320027,22.974575
7-ELEVEN 岩昇店站,121.409844,24.930659
Gogoro 彰化和美門市站,120.497205,24.113627
新北市第七立體停車場站,121.419661,24.990563
Gogoro 小港漢民門市站,120.356395,22.566997
彌陀區公所站,120.250684,22.781443
家樂福新營店站,120.311333,23.319497
臺中市福恩停車場站(多站),120.614631,24.182513
7-ELEVEN 金甲后店站,120.634153,24.344878
全聯后里文明店站,120.72171,24.305321
全聯桃園大有店站(多站),121.316427,25.016209
家樂福青海店站(多站),120.644572,24.170311
新北市民享公園停車場站(多站),121.475868,25.003508
家樂福便利購竹北六家店站,121.025616,24.809706
中油台糖糖友加油站,120.480702,23.952592
路竹天后宮開基廟站(多站),120.260437,22.858837
東木河茶莊站(多站),121.708456,24.934544
中油鹿野加油站,121.137261,22.915922
7-ELEVEN 重和店站(多站),120.314454,22.683011
台北捷運三重國小站,121.496949,25.070731
中油三芝加油站,121.495208,25.259726
仁德郵局站,120.252391,22.969733
7-ELEVEN 上慶BIG7店站,120.540283,23.71265
北基中清交流道加油站,120.649465,24.213653
Gogoro 三民九如二門市站,120.303912,22.641332
高雄市鹽埕停車場站(多站),120.286317,22.624793
新北市綠湖公園停車場站(多站),121.546333,24.979429
新北市鶯歌區公所站(多站),121.354551,24.955925
屏東縣屏東市自由路站,120.491052,22.682937
中油工三加油站,121.370529,25.061458
HiLife 大寮潮龍店站,120.428954,22.565936
實踐大學站(多站),121.545146,25.082978
中油中宏加油站,120.7087,23.97747
全聯台中雅環店站(多站),120.652865,24.22615
Gogoro 師大和平店站(多站),121.530287,25.026766
德昌藥局岡山店站(多站),120.291475,22.79236
中油文化路加油站,120.450169,23.474571
中油高雄全通加油站,120.442623,22.71517
民生路臨時停車場站(多站),120.188322,22.99799
全聯竹北自強店站(多站),121.023522,24.81922
全聯竹南公義店站,120.901483,24.7121
台北捷運丹鳳站,121.423798,25.02946
千葉火鍋苗栗店站(多站),120.81349,24.56704
臺中市中正社區活動中心站(多站),120.526956,24.258306
中油南北通加油站,120.670627,24.201339
全家台南新夏店站,120.195089,22.978014
中油和順加油站,120.218505,23.058102
家樂福便利購屏東自由店站,120.482969,22.683387
中油台南土城加油站,120.134596,23.06842
Gogoro 中壢復興店站,121.224847,24.95636
福懋仁武加油站,120.354333,22.684
臺中市太和停車場站(多站),120.725822,24.163278
全聯佳里安西店站,120.170908,23.164381
中油公學加油站,120.194677,23.079961
北基東宏加油站,121.214283,24.92093
台亞大同路加油站,120.211291,22.982723
全聯楊梅中山店站(多站),121.155217,24.908245
中油二林加油站,120.373275,23.902288
全聯竹南龍山店站,120.867606,24.694077
衛生福利部臺中醫院站(多站),120.676321,24.139701
彰化市公有第一停車場站(多站),120.542377,24.081874
康橋商旅台南赤崁樓館站(多站),120.203929,22.994661
中油前鎮加油站,120.306267,22.591439
永新社區停車場站(多站),120.296103,23.058862
萬華國中地下停車場B1F站,121.499527,25.029184
全家鳳山老爺店站,120.338773,22.596751
中油保來加油站,120.682824,23.097612
7-ELEVEN 漳和店站,121.502442,25.003119
中油台糖鳳仁加油站,120.351262,22.690228
中油坤業大園加油站,121.260005,25.07344
台亞七堵明德加油站(多站),121.710358,25.095821
新北市三峽區公所站(多站),121.369167,24.934082
林口四維公園站(多站),121.381115,25.075328
HiLife 鶯歌東正店站,121.338969,24.94181
中油輝生加油站,120.813154,24.538545
台亞八德交流道加油站,121.319088,24.959815
桃園市巨蛋園區第六停車場站,121.322364,24.995735
台糖柳林加油站,120.419517,23.440985
高雄市養工處廣州三街站(多站),120.319449,22.613268
中油思源加油站,121.395248,25.014648
中油沿海路加油站,120.386173,22.499987
全聯鳳山南和一店站(多站),120.337901,22.59094
林口南勢公園站,121.358604,25.073844
Gogoro 台南文賢服務中心站,120.193619,23.00597
永康立體停車場站(多站),120.237953,23.000716
中油環中加油站(多站),121.246158,24.955485
